,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
752,s753,Movie,The Band's Visit,Eran Kolirin,"Sasson Gabai, Ronit Elkabetz, Uri Gavriel",,,2008,PG-13,87 min,"Arts, Entertainment, and Culture, Comedy","A band comprised of members of the Egyptian police force head to Israel to play at the inaugural ceremony of an Arab arts center, only to find themselves lost in the wrong town."
763,s764,Movie,The Amish and the Reformation,Joseph J Graber,Joseph J. Graber,,,2017,ALL,54 min,"Documentary, Faith and Spirituality","A heartbreaking, yet redemptive journey into the history of the Amish People. The year 2017 is the five hundred year anniversary of Martin Luther nailing the 95 Theses to the church door in Wittenberg and starting the Reformation in Germany. This film considers the impact of the Reformation Era on the Amish Church in America today. Was the work of the Reformers effective?"
766,s767,TV Show,The American Dream Project,,"James Marshall, Todd Williams",,,2015,7+,1 Season,"Drama, Special Interest, Unscripted","Filmmaker James Marshall and his friend Todd Williams embark on an iconic journey across the United States determined to rediscover the American dream. Through the stories of individuals they encounter along the way, they find that the optimistic spirit that built this country is still very much alive."
768,s769,TV Show,The Amazing World Of War Machines,,,,,2008,7+,1 Season,"Documentary, Military and War","From gunpowder to the Gatling gun, the first tank to the latest unmanned drones, we review the mechanisms and machinery man has created to wage war. Historical achievements through to modern day technologies are examined as we travel land, sea and air in this comprehensive, fascinating chronological journey of war machines."
769,s770,TV Show,The Amazing World Of Aviation Series - 13-Part,,,,,2013,ALL,1 Season,Special Interest,"When the Wright brothers successfully took to the sky in 1903, the world paid attention. Civil aviation has since developed into a multi-billion dollar industry. We look at the incredible history and development of civil aviation in this series. From ailed beginnings through to modern marvels such as the Boeing 787, we present 13 themed episodes suitable for all audiences."
770,s771,TV Show,The Amazing Race,,Phil Keoghan,,,2017,TV-PG,29 Seasons,TV Shows,"In a brand new twist, all 22 Racers are complete strangers who will meet on the starting line. Before ""GO,"" Racers will immediately compete in a challenge that will determine the order for picking a Teammate, based on nothing but first impressions. Phil Keoghan hosts."
776,s777,TV Show,The Adventures of Tintin,,,,,2019,7+,3 Seasons,"Action, Animation, Kids","The show tells the story of a young Belgian reporter named Tintin, and all the dangerous, exciting and humorous adventures he has all over the world."
781,s782,Movie,That Uncertain Feeling,Ernst Lubitsc,"Merle Oberon, Melvyn Douglas, Burgess Meredith, Alan Mowbray, Olive Blakeney, Harry Davenport, Sig Rumann, Eve Arden",,,1941,PG,94 min,Comedy,"Six years into their marriage, Jill Baker (Oberson) contracts a case of recurring hiccups. Her busy husband Larry (Douglas) sends Jill to Freudian psychologist Vengard and he concludes that the hiccups are caused by her marital problems. When Jill meets hilarious but highly neurotic concert pianist Sebastian (Meredith) in the doctor's waiting room, she decides to begin a relationship with Sebastian and file for divorce. Larry, still in love with Jill, initially agrees, but the separation doesn't last long and they reunite after a multitude of hilarious hijinks. Meredith steals the film."
782,s783,Movie,That Sugar Film,Damon Gameau,Damon Gameau,,,2015,7+,102 min,"Documentary, Special Interest","In the vein of ""Supersize Me"", Damon Gameau becomes a human guinea-pig when he puts himself through a grueling 6 week diet consuming the equivalent of 40 teaspoons of sugar a day."
788,s789,Movie,Testing title - Parichey is using this title,Tester,Test1,,,2020,ALL,0 min,Action,Test movie for upload
790,s791,Movie,Terror By Night,Roy William Neill,"Basil Rathbone, Nigel Bruce, Alan Mowbray, Dennis Hoey, Renee Godfrey, Mary Forbes, Billy Bevan, Frederick Worlock, Leland Hodgson, Geoffrey Steele, Boyd Davis, Janet Murdoch, Skelton Knaggs, Gerald Hamer, Harry Cording, Charles Knight, Bobby Wissler, Patricia Morison, Edmund Breon, Carl Harbord, Frederic Worlock, Leyland Hodgson",,,1946,PG,56 min,"Drama, Suspense",Sherlock Holmes solves mystery of stolen diamond on a London-to-Edinburgh train.
792,s793,Movie,Tenkai Knights - Rise of the Knights,Mitsuru Hongo,"Brian Beacock, Steven J. Blum, Johnny Yong Bosch, Ben Diskin",,,2014,ALL,72 min,"Anime, Kids","Ripped through space and time, four teenagers emerge in a new world where everything can transform and shape shift. The unlikely heroes use their powers to stop an evil army of shape shifting robots from destroying two worlds."
793,s794,TV Show,Tenkai Knights,,Johnny Yong Bosch,,,2014,TV-Y7,1 Season,"Animation, Kids","Teens from earth Guren, Ceylan, Toxsa, and Chooki find an interdimensional portal to Quarton where they are chosen by the Guardians to become the new generation of Tenkai Knights and prevent Vilius to take control of both worlds."
795,s796,TV Show,Telmo and Tula: Volume 3,,,,,2016,ALL,1 Season,Kids,Join Telmo and Tula for more fun-filled adventures in the world of cooking and crafts!
803,s804,TV Show,Technological Marvels of the Ancient World,,,,,2005,7+,1 Season,"Adventure, Documentary, Military and War","This series reaches back to the time of the Greeks, Romans, and other ancient civilizations to explore their legacies of important innovations. Viewers learn that some of the world's greatest inventions are merely reinventions of contraptions that were made thousands of years before. The spirit of ingenuity and the search for useful technologies, it seems, were alive and well in the ancient world."
805,s806,TV Show,Team Umizoomi,,,,,2012,TV-Y,3 Seasons,Kids,"Team Umizoomi, Season 3 is here and that's Umirrific news! The team needs your help to put a toy dinosaur back together, use math skills to count numbers on the clock face, and lots more. Plus, meet friends including Wyatt, the Cuckoo Bears and Amanda!"
806,s807,Movie,"Team Hot Wheels, Skills to Thrill",Matt Danner,,,,2019,ALL,45 min,"Animation, Kids","Join the ongoing vehicular adventure as Team Hot Wheels confronts the ultimate peril...the death of driving! It's all the humor, hijinks and racing action of Team Hot Wheels! Start your engines!"
807,s808,Movie,"Team Hot Wheels, Build the Epic Race",Matt Danner,,,,2019,ALL,45 min,"Animation, Kids","In the most epic racing yet, Team Hot Wheels is on a mission to create the greatest racecourse of all time and space...the Mega Race! Now it's a race against time, as the Team must save the city, rescue the technology, win the race, and fight pirates...all at top speed!"
808,s809,TV Show,Tayo the Little Bus,,,,,2019,ALL,5 Seasons,"Documentary, Kids","""Tayo the Little Bus"" is about exciting adventures that are to happen in the metropolitan city where different vehicles live with harmony with one another. Tayo is just starting to learn his route in this busy city centre and on his journey, he is making many new friends. Full of unique characters that capture children's imaginations and fun story lines, the series has a lot to offer."
810,s811,TV Show,Tattletales,,Bert Convy,,,1974,TV-PG,1 Season,Unscripted,"Celebrities & their spouses, playing for sections of the studio audience, try to match answers to questions about their personal lives."
816,s817,Movie,Tamizh Padam 2,C S Amudhan,"Shiva, Disha Pandey, Iswarya Menon, Sathish",,,2018,ALL,138 min,"Comedy, Drama, International",A stringent cop tries all the possible ways to nab a dreaded don who poses a big threat to the society.
823,s824,Movie,"Tad, The Lost Explorer And The Secret Of King Midas","Enrique Gato, David Alonso","Oscar Barberan, Michelle Jenner, Miguel Angel Jenner",,,2017,PG,85 min,"Animation, Kids",Tad dreams of being an archaeologist and seeing the world. When an evil billionaire forces Tad's beloved Sara to help him find King Midas' necklace Tad must rescue to the girl of his dreams in this action-packed adventure the whole family will love!
824,s825,Movie,T-Rex Ranch Dinosaur Adventures,Aaron Michael,"Aaron Michael, LB",,,2021,ALL,35 min,Kids,"T-Rex Ranch brings you another awesome fun-packed collection of Jurassic dinosaur videos! Watch your favourite park rangers get into all sorts of wonderful adventures, coming across lots of scary dinosaurs, awesome toys and much more!"
825,s826,Movie,Symphony to Rushing Water,,Steve's Bedroom Band,,,2017,ALL,60 min,"Music Videos and Concerts, Special Interest","The 6 Strings Quartets by Charles Wesley were first published in 1778 and dedicated to Dr. Willaim Boyce. These are all works in major keys, divided on two, three and four movements. This beautiful composition is accompanied by an original relaxing video of Merriman Falls situated in the Olympic National Park in Washington state. Composition is performed by Steve's Bedroom Band."
826,s827,Movie,Symphony to Iceland's Gulfoss Waterfall,Mark Knight,Steves Bedroom Band,,,2017,ALL,47 min,"Music Videos and Concerts, Special Interest","An inspiring composition for relaxation and motivation, using violin, viola and cello. I. Allegro moderato, II. Allegro non troppo, III. Lento, IV. Finale. Allegro non troppo, ma con fuoco. String Octet, Op. 12 is a composition in four movements by Hermann Grädener, scored for 4 violins, 2 violas, and 2 cellos. First published in 1881 by Eduard Wedl in Wiener-Neustadt."
827,s828,Movie,Symphony to Flowers,Mark Knight,Kimiko Ishizaka,,,2017,ALL,82 min,"Music Videos and Concerts, Special Interest","This production is inspired by the Goldberg variations, BWV. 998 which are a set of 30 variations by Johann Sebastian Bach, for the harpsichord. This work is considered one of the most important examples of variation form. This piano performance from the project 'the open Goldberg variations' is performed by Kimiko Ishizaka."
828,s829,Movie,Symphony in Colorado,Mark Knight DIrector,,,,2017,ALL,81 min,"Music Videos and Concerts, Special Interest","A selection of the world's favorite classical music from Beethoven, Mozart, Bach, Chopin, Vivaldi, Brahms and more. Accompanied by beautiful nature videos to enhance the senses. Performed by Martha Goldstein, Paul Pitman, Markus Staab, Nico de Napoli, Michel Rondeau, Aya Higuchi, Orchestra Gli Armonici, John Harrison, Us Navy Band, Carlos Gardels. Curated by Oumayma Naciri."
835,s836,Movie,Swing and Dance with Little Baby Bum,Cannis Holder,,,,2019,ALL,34 min,Kids,"Come and have a party with Little Baby Bum! In this video, our favourite characters have a fun with bubbles, balloons and lots of friends! Learn, dance and sing along to episodes including, 'Itsy Bitsy Spider', 'Ladybug Ladybug' and 'ABC Balloons!'"
840,s841,TV Show,Survivor,,Jeff Probst,,,2014,TV-PG,19 Seasons,Unscripted,"This edition, filmed in Cagayan, a province in the Philippines, will be themed 'Brawn vs. Brains vs. Beauty,' and will feature three separate tribes who all have the same ultimate goal: to outwit, outplay and outlast, and ultimately be crowned Sole Survivor. The show is hosted by Emmy Award winner Jeff Probst."
843,s844,TV Show,Superships,,,,,2007,7+,1 Season,"Action, Adventure, Documentary","Explore the incredible, extreme engineering at the heart of the world's largest ships, from double-hulled supertankers to the largest sailing boats, the greatest heavy lift vessels to a giant floating oil-rig. Each episode offers a close up look into the operation, design, and physics of how these super ships operate, from a couple of very remarkable ferries, to science vessels and a supertanker."
844,s845,TV Show,Supermarket Sweep,,David Ruprecht,,,2000,TV-G,2 Seasons,Unscripted,Teams answer questions to earn time and advantages over their competitors before going on a supermarket shopping spree. The team that adds the most valuable items to their carts wins.
845,s846,TV Show,Superheroes: A Never-Ending Battle,,"Liev Schreiber, Stan Lee, Linda Carter, Adam West",,,2013,TV-PG,1 Season,Special Interest,"Examines the evolution of superhero characters and the comic book industry, chronicling how disposable diversions that cost just a dime became the foundation for a multi-billion dollar industry whose products are an influential part of our national identity."
846,s847,Movie,"Superfish: Billfish, with David Attenborough",Rick Rosenthal,David Attenborough,,,2008,ALL,52 min,"Documentary, Special Interest","The Marlin is the biggest, fastest, and most dangerous gamefish in the sea. They top speeds of 60 miles per hour on migrations that can span 9,000 miles. The largest can weigh over 1,000 pounds. Hemingway immortalized them in ""The Old Man and the Sea."" Award-winning filmmaker, Rick Rosenthal, spend two years traveling the globe in a quest to document the lives of these awe-inspiring predators."
847,s848,TV Show,Superbook,,"Shannon Chan-Kent, Sam Vincent, Cathy Weseluck",,,2015,7+,3 Seasons,"Animation, Faith and Spirituality, Kids",Chris Quantum is your typical Middle School student – except if you take into account one of his best friends is a robot named Gizmo. Add his best friend Joy Pepper into the mix and you have a recipe for adventure. The adventures begin for this trio when a mysterious device appears and takes them on journeys throughout the Bible. Travel back in time and get ready for the journey of a lifetime!
848,s849,Movie,Super Size Me 2: Holy Chicken!,Morgan Spurlock,Morgan Spurlock,United States,,2019,PG-13,103 min,"Comedy, Documentary, Special Interest",Muckraking filmmaker Morgan Spurlock reignites his battle with the food industry - this time with Big Chicken - as he opens his own fast food restaurant.
849,s850,Movie,Super Size Me,Morgan Spurlock,Morgan Spurlock,United States,,2004,PG-13,99 min,Special Interest,"Winner at Sundance, director Morgan Spurlock's social experiment in fast-food gastronomy sees him attempting to subsist uniquely on food from the McDonald's menu for an entire month. In the process his weight balloons, his energy level plummets and he experiences all sorts of unexpected – and terrifying – side effects."
850,s851,Movie,Super JoJo - Yes Yes Vegetables Song,Super JoJo,Super JoJo,,,2019,ALL,3 min,Kids,"We love veggies!! Tomatoes, bell peppers, green peas, carrots...They are good for you. Sing along with Mom and Baby JoJo and have fun eating vegetables!"
851,s852,Movie,Supa Strikas - Keep Calm and Soccer On,Bruce Legg,,,,2019,ALL,60 min,"Animation, Documentary, Kids",Nothing can stop the Supa Strikas! The whole team is ready to face any challenges thrown their way! Watch them conquer every game and win!
852,s853,Movie,"Supa Strikas - Eat, Sleep, Play Soccer",Bruce Legg,,,,2019,7+,60 min,"Animation, Documentary, Kids",Endless action football game from your favourite football team! Join them as they win against all odds!
853,s854,Movie,Supa Strikas - Best in the Field,Bruce Legg,,,,2019,7+,60 min,"Animation, Kids, Sports","About the world's greatest football team. Despite their enormous talent, the players must adapt in a game where being the best is only the beginning, and where the opposition is always full of surprises."
854,s855,Movie,Supa Strikas - Alive and Kickin',Bruce Legg,,,,2019,7+,60 min,"Animation, Kids, Sports","About the world's greatest football team. Despite their enormous talent, the players must adapt in a game where being the best is only the beginning, and where the opposition is always full of surprises."
855,s856,Movie,Supa Strikas - A Goal in One!,Bruce Legg,,,,2019,7+,59 min,"Animation, Documentary, Kids",Will the greatest soccer team be able to keep their title as the best soccer team to ever exist? Will their friendship remain strong? Follow their journey and their friendship as they win against all the odds!
856,s857,Movie,Sunshine State,John Sayles,"Angela Bassett, Mary Steenburgen, Edie Falco, Timothy Hutton, Miguel Ferrer, Marc Blucas, Bill Cobbs, Jane Alexander, Ralph Waite, Richard Edson",,,2002,PG-13,141 min,"Arthouse, Drama, Romance","A woman (Angela Bassett) and her new husband returns to her hometown roots in coastal northern Florida, and must deal with family, business, and encroaching real estate development."
860,s861,Movie,Sunset On The Desert,REEL,"Roy Rogers, George 'Gabby' Hayes, Lynne Carver, Frank M. Thomas, Beryl Wallace, Glenn Strange, Douglas Fowley, Fred Burns, Roy Barcroft, Henry Wills, Forrest Taylor, Sons of the Pioneers, Pat Brady, Ralph Bucko, Roy Bucko, Bob Card, Ed Cassidy, Dorothy Christy, Jim Corey, Art Dillard, Hugh Farr, Karl Farr",,,1942,PG,55 min,Western,"Roy's strong resemblance to a notorious crook gives him a chance to infiltrate the gang, but the usual complications arise when the look-alike desperado returns. It's fun to watch Roy Rogers play the tough guy."
861,s862,Movie,Sunrise on the Bosphorus,Mark Knight,,,,2019,ALL,30 min,"Documentary, Special Interest","Relax with a beautiful sunrise over the Bosphorus Strait overlooking the world famous Bosphorus Bridge. Filmed in early summer, the strait comes to life with birds, boats as early morning slowly turns into day."
863,s864,TV Show,Sunny Bunnies,,,,,2018,TV-Y,2 Seasons,"Animation, Kids","Our little fluffy-eared friends Sunny Bunnies like keeping themselves busy and continue to do so in Season 3: they discover the world of magic, getting sporty, constructing things, growing plants, explore different cultures and even race the Wolf in their little racing cars!"
864,s865,Movie,Sundown Saunders,Robert N. Bradbury,"Bob Steele, Marie Burton, Ed Cassidy, Charles King, Milburn Morante, Earl Dwire, Jack Rockwell, Edmund Cobb",,,1935,PG,70 min,Western,"Sundown Saunders (Steele) wins a ranch on a prime piece of property, but when he arrives there with his friend Smokey, he finds Dad Preston and his daughter Bess already living on the ranch. The Prestons are close to buying the ranch from Taggart, a criminal posing an an offical Federal land agent. Taggart shoots Mace, one of his own men, pinning the act on Sundown. Taggart ambushes Dad Preston to retrieve the fake deed and plans to rob the bank. Mace tells the Sheriff before he dies that Sundown didn't shoot him and of the robbery plans. A posse is formed leading to a final exciting showdown."
865,s866,Movie,Sundown,Henry Hathaway,"Bruce Cabot, Gene Tierney, George Sanders, Cedric Hardwicke, Harry Carey",,,1941,7+,90 min,"Drama, Military and War","In Africa, during World War II, British major Coombescannot abide the local Arab population, and has even less time for district commissioner Crawford, who has befriended the natives."
866,s867,TV Show,Summer 2019 American Road Trip,,Robert Morales,,,2020,7+,1 Season,Special Interest,One man's dream to drive cross-country and see the extreme points of the contiguous mainland United States
869,s870,Movie,Sui Dhaaga - Made In India,Sharat Katariya,"Anushka Sharma, Varun Dhawan, Raghubir Yadav, Yamini Dass, Sawan Tank, Manukriti Pahwa, Namit Das, Puja Sarup, Mahesh Sharma, Shrikant Verma",,,2018,7+,122 min,"Drama, International","""Sui Dhaaga - Made in India"" is a heart-warming story of pride and self-reliance. Through Mauji (Varun Dhawan) & his wife Mamta (Anushka Sharma), the film talks about the need of entrepreneurship as a tool for social & economic development of our artisans. Set in a small town in India, it is the journey of an honest man from a humble background,who pursues his passion, overcoming all odds"
876,s877,Movie,Strategic Air Command,Anthony Mann,"James Stewart, June Allyson, Frank Lovejoy, Barry Sullivan, Alex Nicol",,,1955,7+,114 min,"Action, Drama",Aviation and sports come together as a baseball player is recalled to Air Force duty.
881,s882,Movie,Storytime with Mila and Morphle,Arthur van Merwijk,Sabrina Glow,,,2019,ALL,38 min,"Animation, Kids","In this compilation of My Magic Pet Morphle, watch Morphle as he morphs into Mila, a big red truck, and a big red magical reindeer!"
882,s883,Movie,Storm Boy,Shawn Seet,"Jai Courtney, Geoffrey Rush, Finn Little, Trevor Jamieson, Morgan Davies, Eric Thomson, Natasha Wanganeen, Luca Sardelis, Michelle Nightingale",,,2019,PG,99 min,"Drama, Faith and Spirituality, Kids","When Michael Kingley, a successful retired businessman starts to see images from his past that he can't explain, he's forced to remember his childhood and how, as a boy, he rescued and raised an extraordinary orphaned pelican, Mr Percival. Based on the classic Australian novel. Earned the coveted DOVE Seal of Approval."
885,s886,TV Show,Storage Wars New York,,"Joe Pauletich, John Luke",,,2013,TV-PG,1 Season,TV Shows,"Everyone's favorite modern-day treasure hunters continue on their quest for the extraordinary in an action packed all-new season of dramatic bidding, intense rivalries and high-stakes entertainment."
887,s888,Movie,Stop Making Sense,Jonathan Demme,"David Byrne, Chris Frantz, Jerry Harrison, Tina Weymouth",,,1984,7+,88 min,"Documentary, Music Videos and Concerts",Stop Making Sense is director Jonathan Demme's remarkable concert film that captures the enormous energy and joyous highs of the Talking Heads live performance.
890,s891,Movie,Still Mine,Michael McGowan,"James Cromwell, Geneviève Bujold, Chuck Shamata, Campbell Scott, Zachary Bennett",,,2013,PG-13,103 min,"Arthouse, Drama","James Cromwell gives a tour de force performance in 'Still Mine,' a deeply moving love story about a couple in their twilight years. When Craig sets out to build a more suitable house for his ailing wife Irene, he is blindsided by the bureaucratic codes and officials. As Irene becomes increasingly ill, Craig takes a final stance against all odds to finish the house, in a truly inspirational story."
891,s892,Movie,Sticky Fingers,Catlin Adams,"Melanie Mayron, Helen Slater",,,1988,PG-13,85 min,Comedy,"This comedic fable is about two broke musicians, Lolly and Hattie on the run from the Chinese Mafia because of a bag of drug money left in their apartment. They start to borrow the money to replace their stolen instruments and pay their rent."
892,s893,Movie,Stick Man,"Jeroen Jaspaert, Daniel Snaddon","Martin Freeman, Jennifer Saunders, Russell Tovey, Hugh Bonneville, Rob Brydon, Sally Hawkins",United Kingdom,,2015,ALL,27 min,"Adventure, Animation, Kids","A half-hour animation based on the much-loved children's picture book by Julia Donaldson and Axel Scheffler. Stick Man tells the tale of a happy-go-lucky father's epic adventure across the seasons as he runs from a playful dog, gets thrown in a river, escapes from a swan's nest and even ends up on top of a fire. Will he get back to his family in time for Christmas?"
895,s896,Movie,Steve Hofstetter: Ginger Kid,Steve Hofstetter,Steve Hofstetter,,,2015,7+,65 min,"Arts, Entertainment, and Culture, Documentary","Recorded live at the historic Chinese Theatre in Hollywood, Ginger Kid is Steve Hofstetter's 6th album. A dark and honest look at subjects ranging from growing up with red hair to population control, this hour-long special is Hofstetter's best yet."
905,s906,TV Show,Star Trek: Voyager,,"Kate Mulgrew, Robert Beltran, Roxann Biggs-Dawson, Jennifer Lien, Robert Duncan McNeill, Ethan Phillips, Robert Picardo, Tim Russ, Garrett Wang, Jeri Ryan",,,2001,TV-PG,7 Seasons,"Drama, Science Fiction, Special Interest","In Season 7, Janeway leads the crew through a fierce fight against the Borg drones; delves into political infighting; wrestles her way out of a void; and, finally, makes her way back home."
907,s908,TV Show,Star Trek: Enterprise,,"Scott Bakula, Jolene Blalock, Connor Trinneer, Dominic Keating, Anthony Montgomery, Linda Park, John Billingsley",,,2005,TV-PG,4 Seasons,Science Fiction,"Led by Capt. Jonathan Archer (Scott Bakula), the crew of the USS Enterprise rides high once more, hurtling through time and space in search of its ultimate destiny."
908,s909,TV Show,Star Trek: Deep Space Nine,,"Avery Brooks, Nana Visitor, Colm Meany, Rene Auberjonoi, Armin Shimerman, Cirroc Lofton, Michael Dorn, Alexander Siddig",,,1999,TV-PG,7 Seasons,"Drama, Science Fiction, Special Interest",The mixed Deep Space Nine crew of Federation and Bajoran officers winds up the seventh and final season of the show with suspenseful episodes that try to pull together all the plot threads (or at least the biggest ones).
909,s910,TV Show,Star Trek:  The Original Series,,Walter Koenig,,,1969,TV-PG,3 Seasons,"Action, Adventure, Science Fiction",The year is 2268. It's not going to be a good year for Captain James T. Kirk.
910,s911,TV Show,Star Trek Original (Remastered),,"Leonard Nimoy, William Shatner, DeForest Kelley",,,1969,TV-PG,3 Seasons,Science Fiction,"In the final season of this groundbreaking sci-fi series, Kirk tries to track down Spock's (Leonard Nimoy) stolen brain, reenacts the shootout at the O.K. Corral and gets trapped between dimensions."
911,s912,Movie,"Stallone: Frank, That Is",Derek Wayne Johnson,"Frank Stallone, Sylvester Stallone, Billy Dee Williams, Joe Mantegna, Talia Shire, Billy Zane, Geraldo Rivera, Danny Aiello, Burt Young, Frankie Avalon",,,2021,7+,73 min,Documentary,"An inside look into the fascinating life, career and survival of the most unknown famous entertainer in Hollywood. Frank Stallone has seen and done it all. But, who is Frank Stallone? You know the name, now discover the Grammy and Golden Globe nominated singer, songwriter, musician and actor who has been entertaining audiences for over fifty years, all the while living in a giant shadow."
916,s917,Movie,Stagecoach - The Original John Wayne Classic,John Ford,"John Wayne, Claire Trevor, Andy Devine, John Carradine, Thomas Mitchell, Louise Platt, George Bancroft, Donald Meek, Tim Holt, Tom Tyler, Yakima Canutt",United States,,1939,7+,96 min,"Adventure, Drama, Western","A stagecoach sets off across the untamed wilderness carrying a mixed assortment of characters whose journey is complicated by an Apache raiding party. Directed by John Ford, the original 1939 Stagecoach has long been recognized as one of the most influential films ever made & transcends the Western genre. Winner of 2 Academy Awards & 5 Nominations, it features John Wayne in his breakthrough role!"
918,s919,Movie,Springtime in the Sierras,William Witney,"Roy Rogers, Jane Frazee, Stephanie Bachelor, Roy Barcroft, Andy Devine",,,1947,PG,53 min,Western,"A criminal gang, headed by female ringleader Jean Loring (Bachelor), runs a racket where they slaughter game out of season and sell the meat on the black market. Roy becomes involved when his best friend, a game warden, is murdered by Loring's main henchman Matt Wilkes (Barcroft). In his investigation, Roy manages to find the freezer where the meat is kept, just as Wilkes finds him. A famous fight between the two ensues in the freezer, with the good camerawork highlighting the cramped spaced used for the fight. Roy of course wins, and manages to bring the members of the gang to justice. There are many songs sung in this picture by Roy Rogers, his sweetheart Jane Frazee, and Andy Devine."
920,s921,Movie,Spooks Run Wild,Phil Rosen,"Bela Lugosi, Leo Gorcey, Bobby Jordan, Huntz Hall, Ernest Morrison, Dave O'Brien, Dorothy Short, David Gorcey, Donald Haines, Dennis Moore, P.J. Kelly, Angelo Rossitto, Guy Wilkerson, Jack Carr, Pat Costello, George Eldredge, Joe Kirk, Rosemary Portia",,,1941,PG,71 min,"Comedy, Horror","The East Side Kids are sent to a mountain camp. Stranded in a small rural town, they hear about a ""monster killer"" roaming the countryside. At night, they sneak out. Peewee is shot by a grave-digger, and they are forced to seek aid at an old mansion. The owner of the mansion (Lugosi), insists that the boys spend the night. After seeing PeeWee walk around the house in a trance, the boys decide that the man turned him into a zombie. They gang up on him and tie him up. The nurse at the boys camp (Dorothy Short) sets out to find the missing boys with Von Grosch (Dennis Moore), who has come to rid the town of the killer- or has he?"
921,s922,TV Show,SpongeBob SquarePants,,"Tom Kenny, Bill Fagerbakke, Rodger Bumpass",,,2009,TV-Y7,6 Seasons,Kids,"Who lives in a pineapple under the sea? SpongeBob SquarePants! Follow the adventures of this enthusiastic, optimistic sponge whose good intentions inevitably lead him and his friends into trouble."
922,s923,TV Show,SpongeBob DocuPants,,,,,2020,TV-PG,1 Season,"Drama, Kids","Imagine classic SpongeBob moments being told through the lens of documentary shows like E! True Hollywood Stories, Dateline, Behind the Music etc. Each episode takes an overly dramatic look into classic SpongeBob storylines."
933,s934,Movie,Soothing Surf at Del Norte for Sleep black screen,Mark Knight,,,,2018,ALL,601 min,Special Interest,"Black screen reduces the blue-spectrum light waves-known to inhibit REM sleep. Awaken rested and refreshed. Accompanied by the relaxing ocean surf and natural sounds filmed on location in the remote Centerville Beach near the California Redwoods. Great for children, pets and anyone with sleep issues. For best results adjust your monitor or TV to the night or darkest screen setting."
934,s935,Movie,Soothing Surf at Carmel Beach for Sleep,Mark Knight,,,,2017,ALL,480 min,Special Interest,"8 hours for a full night's sleep. Let the rolling surf of the Pacific lull you to a deep slumber. Recorded on location at Carmel by The Sea, this ultra-dark sleep video helps reduce the blue-spectrum light emitted by your tv screen. This helps enhance deep REM sleep. All Sleepwell programs are included in your Prime membership."
935,s936,Movie,Soothing Sights and Sounds for Kids,Mark Knioght,,,,2012,ALL,60 min,Special Interest,"A relaxing and engaging video for children of all ages. Families can relax to sights including the Chinese Ice Festival, desert windmills, lighthouses, butterflies and flowers, Venice gondolas, swimming with fish and other relaxing sights from around the world."
938,s939,TV Show,Sonic X,,"Jason Griffith, Mike Pollock, Suzanne Goldish, Lisa Ortiz, Amy Palant, Rebecca Honig, Kathleen Delaney, Matt Hoverman, Amy Birnbaum, Darren Dunstan, Andrew Rannells, Gregory Abbey, Oliver Wyman, James Carter Cathcart, Kayzie Rogers, Rachael Lillis",,,2005,TV-Y7,3 Seasons,"Animation, Anime, Kids","Sonic, his friends, and the evil Dr. Eggman are sucked into a warp! They find themselves in the human world where Sonic finds a new friend, a young boy named Chris. Sonic speeds through battles with Eggman, trying to retrieve all of the Chaos Emeralds so that everyone can go back home!"
939,s940,Movie,Song One,Kate Barker-Froyland,"Anne Hathaway, Johnny Flynn, Mary Steenburgen, Ben Rosenfield",United States,,2015,PG-13,88 min,"Arthouse, Arts, Entertainment, and Culture, Drama","Oscar winner Anne Hathaway stars as Franny in this romance set in Brooklyn's indie music scene. After her brother is in an accident, Franny returns home only to fall in love with her brother's musical idol."
942,s943,Movie,Song Of Texas,Joseph Kane,"Roy Rogers, Sheila Ryan",,,1943,ALL,53 min,Action,"Roy ""loans"" his ranch to a ranch-hand - a former rodeo champion, now a reformed alcoholic - to help him impress his daughter. However, Roy is stymied when she sells half to a foe. To get back his property, Roy must win a chuck-w"
943,s944,Movie,Song Of Arizona,Frank McDonald,"Roy Rogers, George ""Gabby"" Hayes, Dale Evans, Lyle Talbot, Tommy Cook, Bob Nolan & the Sons of the Pioneers",,,1946,PG,60 min,"Arts, Entertainment, and Culture, Drama, Western","Gabby Whittaker (Hayes) runs an Arizona ranch for homeless and wayward boys that is in financial trouble. One of the boys, Chip Blaine (Cook), is the son of notorious bank robber King Blaine (Talbot). When Chip hears that his father has been killed, he decides to dig up the cache of stolen money his father gave him to hide, wanting to use it to help pay off Gabby's mortgage. However, his father's gang wants the money and rides in to take it. The Sons of the Pioneers assist Roy and Gabby to fight the outlaws. Chip learns that using stolen money is never a good thing to do."
946,s947,Movie,Sometimes Always Never,Carl Hunter,"Bill Nighy, Sam Riley, Jenny Agutter, Tim McInnerny, Alice Lowe, Alexei Sayle, Louis Healy, Andrew Shim, Ella-Grace Gregoire, John Westley, Alan Williams",,,2020,PG-13,91 min,"Comedy, Drama, Suspense","After his son Michael left over a game of Scrabble, Alan and his family barely spoke to each other. But when a mysterious online player emerges who might be their prodigal son, Alan must find the right words before he loses everything."
950,s951,TV Show,Some Assembly Required,,"Kolton Stewart, Harrison Houde, Charlie Storwick",,,2016,ALL,1 Season,"Animation, Comedy",A 14 year-old takes ownership of a toy company and hires a group of his friends to help him create amazing new toys.
